&a / °	I1 / %
-3.397	0.4
-3.402	0.6
-3.408	0.8
-3.413	1.2
-3.418	1.6
-3.424	1.8
-3.429	1.8
-3.434	1.6
-3.440	1.2
-3.445	0.8
-3.450	0.7
-3.456	0.6
-3.461	0.4
-3.466	0.4
-3.472	0.4
-3.477	0.4
-3.482	0.4
-3.488	0.4
-3.493	0.4
-3.498	0.4
-3.504	0.4
-3.509	0.4
-3.514	0.4
-3.520	0.4
-3.525	0.6
-3.530	0.8
-3.536	0.9
-3.541	0.9
-3.546	0.8
-3.552	0.8
-3.557	0.5
-3.562	0.4
-3.568	0.4
-3.573	0.4
-3.578	0.4
-3.584	0.4
-3.589	0.4
-3.594	0.4
-3.600	0.4
-3.605	0.4
-3.610	0.4
-3.616	0.4
-3.621	0.4
-3.626	0.4
-3.632	0.4
-3.637	0.4
-3.642	0.4
-3.647	0.4
-3.653	0.4
-3.658	0.4
-3.663	0.4
-3.669	0.4
-3.674	0.4
-3.679	0.4
-3.685	0.4
-3.690	0.4
-3.695	0.4
-3.701	0.4
-3.706	0.4
-3.711	0.4
-3.717	0.4
-3.722	0.4
-3.727	0.4
-3.733	0.4
-3.738	0.4
-3.743	0.4
-3.749	0.4
-3.754	0.4
-3.759	0.4
-3.765	0.4
-3.770	0.4
-3.775	0.4
-3.781	0.4
-3.786	0.4
-3.791	0.4
-3.797	0.4
-3.802	0.4
-3.807	0.4
-3.813	0.3
-3.818	0.3
-3.823	0.3
-3.829	0.3
-3.834	0.3
-3.839	0.3
-3.844	0.3
-3.850	0.3
-3.855	0.3
-3.860	0.3
-3.866	0.3
-3.871	0.3
-3.876	0.3
-3.882	0.3
-3.887	0.3
-3.892	0.3
-3.898	0.3
-3.903	0.3
-3.908	0.3
-3.914	0.3
-3.919	0.2
-3.924	0.2
-3.930	0.2
-3.935	0.2
-3.940	0.2
-3.946	0.2
-3.951	0.2
-3.956	0.2
-3.962	0.2
-3.967	0.2
-3.972	0.2
-3.978	0.2
-3.983	0.2
-3.988	0.2
-3.994	0.1
-3.999	0.1
-4.004	0.1
-4.009	0.1
-4.015	0.1
-4.020	0.1
-4.025	0.1
-4.031	0.1
-4.036	0.1
-4.041	0.1
-4.047	0.1
-4.052	0.1
-4.057	0.1
-4.063	0.1
-4.068	0.1
-4.073	0.1
-4.079	0.1
-4.084	0.1
-4.089	0.1
-4.095	0.1
-4.100	0.1
-4.105	0.1
-4.111	0.1
-4.116	0.1
-4.121	0.0
-4.127	0.0
-4.132	0.0
-4.137	0.1
-4.143	0.0
-4.148	0.0
-4.153	0.0
-4.158	0.0
-4.164	0.0
-4.169	0.0
-4.174	0.0
-4.180	0.0
-4.185	0.0
-4.190	0.0
-4.196	0.0
-4.201	0.0
-4.206	0.0
-4.212	0.0
-4.217	0.0
-4.222	0.0
-4.228	0.0
-4.233	0.0
-4.238	0.0
-4.244	0.0
-4.249	0.0
-4.254	0.0
-4.260	0.0
-4.265	0.0
-4.270	0.0
-4.275	0.0
-4.281	0.0
-4.286	0.0
-4.291	0.0
-4.297	0.0
-4.302	0.0
-4.307	0.0
-4.313	0.0
-4.318	0.0
-4.323	0.0
-4.329	0.0
-4.334	0.0
-4.339	0.0
-4.345	0.0
-4.350	0.0
-4.355	0.0
-4.361	0.0
-4.366	0.0
-4.371	0.0
-4.377	0.0
-4.382	0.0
-4.387	0.0
-4.392	0.0
-4.398	0.0
-4.403	0.0
-4.408	0.0
-4.414	0.0
-4.419	0.0
-4.424	0.0
-4.430	0.0
-4.435	0.0
-4.440	0.0
-4.446	0.0
-4.451	0.0
-4.456	0.0
-4.462	0.0
-4.467	0.0
-4.472	0.0
-4.478	0.0
-4.483	0.0
-4.488	0.0
-4.493	0.0
-4.499	0.0
-4.504	0.0
-4.509	0.0
-4.515	0.0
-4.520	0.0
-4.525	0.0
-4.531	0.0
-4.536	0.0
-4.541	0.0
-4.547	0.0
-4.552	0.0
-4.557	0.0
-4.563	0.0
-4.568	0.0
-4.573	0.0
-4.578	0.0
-4.584	0.0
-4.589	0.0
-4.594	0.0
-4.600	0.0
-4.605	0.0
-4.610	0.0
-4.616	0.0
-4.621	0.0
-4.626	0.0
-4.632	0.0
-4.637	0.0
-4.642	0.0
-4.648	0.0
-4.653	0.0
-4.658	0.0
-4.663	0.0
-4.669	0.0
-4.674	0.0
-4.679	0.0
-4.685	0.0
-4.690	0.0
-4.695	0.0
-4.701	0.0
-4.706	0.0
-4.711	0.0
-4.717	0.0
-4.722	0.0
-4.727	0.0
-4.733	0.0
-4.738	0.0
-4.743	0.0
-4.748	0.0
-4.754	0.0
-4.759	0.0
-4.764	0.0
-4.770	0.0
-4.775	0.0
-4.780	0.0
-4.786	0.0
-4.791	0.0
-4.796	0.0
-4.802	0.0
-4.807	0.0
-4.812	0.0
-4.818	0.0
-4.823	0.0
-4.828	0.0
-4.833	0.0
-4.839	0.0
-4.844	0.0
-4.849	0.0
-4.855	0.0
-4.860	0.0
-4.865	0.0
-4.871	0.0
-4.876	0.0
-4.881	0.0
-4.887	0.0
-4.892	0.0
-4.897	0.0
-4.902	0.0
-4.908	0.0
-4.913	0.0
-4.918	0.0
-4.924	0.0
-4.929	0.0
-4.934	0.0
-4.940	0.0
-4.945	0.0
-4.950	0.0
-4.956	0.0
-4.961	0.0
-4.966	0.0
-4.971	0.0
-4.977	0.0
-4.982	0.0
-4.987	0.0
-4.993	0.0
-4.998	0.0
-5.003	0.0
-5.009	0.0
-5.014	0.0
-5.019	0.0
-5.025	0.0
-5.030	0.0
-5.035	0.0
-5.040	0.0
-5.046	0.0
-5.051	0.0
-5.056	0.0
-5.062	0.0
-5.067	0.0
-5.072	0.0
-5.078	0.0
-5.083	0.0
-5.088	0.0
-5.094	0.0
-5.099	0.0
-5.104	0.0
-5.109	0.0
-5.115	0.0
-5.120	0.0
-5.125	0.0
-5.131	0.0
-5.136	0.0
-5.141	0.0
-5.147	0.0
-5.152	0.0
-5.157	0.0
-5.162	0.0
-5.168	0.0
-5.173	0.0
-5.178	0.0
-5.184	0.0
-5.189	0.0
-5.194	0.0
-5.200	0.0
-5.205	0.0
-5.210	0.0
-5.216	0.0
-5.221	0.0
-5.226	0.0
-5.231	0.0
-5.237	0.0
-5.242	0.0
-5.247	0.0
-5.253	0.0
-5.258	0.0
-5.263	0.0
-5.269	0.0
-5.274	0.0
-5.279	0.0
-5.284	0.0
-5.290	0.0
-5.295	0.0
-5.300	0.0
-5.306	0.0
-5.311	0.0
-5.316	0.0
-5.322	0.0
-5.327	0.0
-5.332	0.0
-5.337	0.0
-5.343	0.0
-5.348	0.0
-5.353	0.0
-5.359	0.0
-5.364	0.0
-5.369	0.0
-5.375	0.0
-5.380	0.0
-5.385	0.0
-5.390	0.0
-5.396	0.0
-5.401	0.0
-5.406	0.0
-5.412	0.0
-5.417	0.0
-5.422	0.0
-5.428	0.0
-5.433	0.0
-5.438	0.0
-5.443	0.0
-5.449	0.0
-5.454	0.0
