-5.454;0.0
-5.449;0.0
-5.443;0.0
-5.438;0.0
-5.433;0.0
-5.428;0.0
-5.422;0.0
-5.417;0.0
-5.412;0.0
-5.406;0.0
-5.401;0.1
-5.396;0.1
-5.390;0.1
-5.385;0.1
-5.380;0.1
-5.375;0.1
-5.369;0.1
-5.364;0.1
-5.359;0.1
-5.353;0.1
-5.348;0.1
-5.343;0.1
-5.337;0.1
-5.332;0.1
-5.327;0.1
-5.322;0.1
-5.316;0.1
-5.311;0.1
-5.306;0.1
-5.300;0.1
-5.295;0.1
-5.290;0.1
-5.284;0.1
-5.279;0.1
-5.274;0.1
-5.269;0.1
-5.263;0.1
-5.258;0.1
-5.253;0.1
-5.247;0.1
-5.242;0.1
-5.237;0.1
-5.231;0.1
-5.226;0.1
-5.221;0.1
-5.216;0.1
-5.210;0.1
-5.205;0.1
-5.200;0.1
-5.194;0.1
-5.189;0.1
-5.184;0.1
-5.178;0.1
-5.173;0.1
-5.168;0.1
-5.162;0.1
-5.157;0.1
-5.152;0.1
-5.147;0.1
-5.141;0.1
-5.136;0.1
-5.131;0.1
-5.125;0.1
-5.120;0.1
-5.115;0.1
-5.109;0.1
-5.104;0.1
-5.099;0.1
-5.094;0.1
-5.088;0.1
-5.083;0.1
-5.078;0.1
-5.072;0.1
-5.067;0.1
-5.062;0.1
-5.056;0.1
-5.051;0.2
-5.046;0.2
-5.040;0.2
-5.035;0.2
-5.030;0.2
-5.025;0.2
-5.019;0.2
-5.014;0.2
-5.009;0.2
-5.003;0.2
-4.998;0.2
-4.993;0.2
-4.987;0.2
-4.982;0.2
-4.977;0.2
-4.971;0.2
-4.966;0.2
-4.961;0.2
-4.956;0.2
-4.950;0.2
-4.945;0.2
-4.940;0.2
-4.934;0.2
-4.929;0.2
-4.924;0.2
-4.918;0.2
-4.913;0.2
-4.908;0.2
-4.902;0.3
-4.897;0.3
-4.892;0.3
-4.887;0.3
-4.881;0.3
-4.876;0.3
-4.871;0.3
-4.865;0.3
-4.860;0.3
-4.855;0.3
-4.849;0.3
-4.844;0.3
-4.839;0.3
-4.833;0.3
-4.828;0.3
-4.823;0.3
-4.818;0.3
-4.812;0.3
-4.807;0.3
-4.802;0.3
-4.796;0.3
-4.791;0.3
-4.786;0.3
-4.780;0.3
-4.775;0.3
-4.770;0.3
-4.764;0.3
-4.759;0.3
-4.754;0.3
-4.748;0.3
-4.743;0.3
-4.738;0.3
-4.733;0.3
-4.727;0.4
-4.722;0.4
-4.717;0.4
-4.711;0.4
-4.706;0.4
-4.701;0.4
-4.695;0.4
-4.690;0.4
-4.685;0.4
-4.679;0.4
-4.674;0.4
-4.669;0.4
-4.663;0.4
-4.658;0.4
-4.653;0.4
-4.648;0.4
-4.642;0.4
-4.637;0.4
-4.632;0.4
-4.626;0.4
-4.621;0.4
-4.616;0.4
-4.610;0.4
-4.605;0.4
-4.600;0.4
-4.594;0.4
-4.589;0.4
-4.584;0.4
-4.578;0.4
-4.573;0.4
-4.568;0.4
-4.563;0.4
-4.557;0.4
-4.552;0.4
-4.547;0.4
-4.541;0.4
-4.536;0.4
-4.531;0.4
-4.525;0.4
-4.520;0.4
-4.515;0.4
-4.509;0.4
-4.504;0.4
-4.499;0.4
-4.493;0.4
-4.488;0.4
-4.483;0.4
-4.478;0.4
-4.472;0.4
-4.467;0.4
-4.462;0.4
-4.456;0.4
-4.451;0.4
-4.446;0.4
-4.440;0.4
-4.435;0.4
-4.430;0.4
-4.424;0.4
-4.419;0.4
-4.414;0.4
-4.408;0.4
-4.403;0.4
-4.398;0.4
-4.392;0.4
-4.387;0.4
-4.382;0.4
-4.377;0.4
-4.371;0.4
-4.366;0.4
-4.361;0.4
-4.355;0.4
-4.350;0.4
-4.345;0.4
-4.339;0.4
-4.334;0.4
-4.329;0.4
-4.323;0.4
-4.318;0.4
-4.313;0.4
-4.307;0.4
-4.302;0.4
-4.297;0.4
-4.291;0.4
-4.286;0.4
-4.281;0.4
-4.275;0.4
-4.270;0.4
-4.265;0.4
-4.260;0.4
-4.254;0.4
-4.249;0.4
-4.244;0.4
-4.238;0.4
-4.233;0.4
-4.228;0.4
-4.222;0.4
-4.217;0.4
-4.212;0.4
-4.206;0.4
-4.201;0.4
-4.196;0.4
-4.190;0.4
-4.185;0.4
-4.180;0.4
-4.174;0.4
-4.169;0.4
-4.164;0.4
-4.158;0.4
-4.153;0.4
-4.148;0.4
-4.143;0.4
-4.137;0.4
-4.132;0.4
-4.127;0.4
-4.121;0.4
-4.116;0.4
-4.111;0.4
-4.105;0.4
-4.100;0.4
-4.095;0.4
-4.089;0.4
-4.084;0.4
-4.079;0.4
-4.073;0.4
-4.068;0.4
-4.063;0.4
-4.057;0.4
-4.052;0.4
-4.047;0.4
-4.041;0.4
-4.036;0.4
-4.031;0.4
-4.025;0.4
-4.020;0.4
-4.015;0.4
-4.009;0.4
-4.004;0.4
-3.999;0.5
-3.994;0.5
-3.988;0.5
-3.983;0.5
-3.978;0.5
-3.972;0.5
-3.967;0.5
-3.962;0.5
-3.956;0.6
-3.951;0.6
-3.946;0.6
-3.940;0.6
-3.935;0.6
-3.930;0.6
-3.924;0.6
-3.919;0.6
-3.914;0.6
-3.908;0.6
-3.903;0.6
-3.898;0.6
-3.892;0.7
-3.887;0.7
-3.882;0.7
-3.876;0.7
-3.871;0.7
-3.866;0.7
-3.860;0.7
-3.855;0.7
-3.850;0.7
-3.844;0.7
-3.839;0.7
-3.834;0.7
-3.829;0.7
-3.823;0.7
-3.818;0.7
-3.813;0.7
-3.807;0.8
-3.802;0.8
-3.797;0.8
-3.791;0.8
