&a / °	I1 / %
-3.413	1.2
-3.418	1.6
-3.424	2.0
-3.429	2.3
-3.434	2.0
-3.440	1.6
-3.445	1.2
-3.450	0.8
-3.456	0.7
-3.461	0.7
-3.466	0.7
-3.472	0.7
-3.477	0.6
-3.482	0.5
-3.488	0.5
-3.493	0.5
-3.498	0.5
-3.504	0.5
-3.509	0.5
-3.514	0.5
-3.520	0.6
-3.525	0.7
-3.530	1.1
-3.536	1.2
-3.541	1.3
-3.546	1.2
-3.552	1.1
-3.557	0.7
-3.562	0.7
-3.568	0.6
-3.573	0.6
-3.578	0.4
-3.584	0.4
-3.589	0.4
-3.594	0.4
-3.600	0.4
-3.605	0.4
-3.610	0.3
-3.616	0.3
-3.621	0.3
-3.626	0.3
-3.632	0.3
-3.637	0.4
-3.642	0.6
-3.647	0.7
-3.653	0.7
-3.658	0.7
-3.663	0.7
-3.669	0.6
-3.674	0.5
-3.679	0.4
-3.685	0.4
-3.690	0.3
-3.695	0.3
-3.701	0.3
-3.706	0.3
-3.711	0.3
-3.717	0.3
-3.722	0.3
-3.727	0.3
-3.733	0.3
-3.738	0.3
-3.743	0.3
-3.749	0.3
-3.754	0.3
-3.759	0.3
-3.765	0.3
-3.770	0.3
-3.775	0.3
-3.781	0.3
-3.786	0.3
-3.791	0.3
-3.797	0.3
-3.802	0.3
-3.807	0.3
-3.813	0.3
-3.818	0.3
-3.823	0.3
-3.829	0.3
-3.834	0.3
-3.839	0.3
-3.844	0.3
-3.850	0.3
-3.855	0.3
-3.860	0.3
-3.866	0.3
-3.871	0.3
-3.876	0.3
-3.882	0.3
-3.887	0.3
-3.892	0.3
-3.898	0.3
-3.903	0.3
-3.908	0.3
-3.914	0.3
-3.919	0.3
-3.924	0.3
-3.930	0.3
-3.935	0.3
-3.940	0.3
-3.946	0.3
-3.951	0.3
-3.956	0.3
-3.962	0.3
-3.967	0.3
-3.972	0.3
-3.978	0.3
-3.983	0.3
-3.988	0.3
-3.994	0.3
-3.999	0.3
-4.004	0.3
-4.009	0.3
-4.015	0.3
-4.020	0.3
-4.025	0.3
-4.031	0.3
-4.036	0.3
-4.041	0.3
-4.047	0.3
-4.052	0.3
-4.057	0.3
-4.063	0.3
-4.068	0.3
-4.073	0.3
-4.079	0.3
-4.084	0.3
-4.089	0.3
-4.095	0.3
-4.100	0.3
-4.105	0.3
-4.111	0.3
-4.116	0.3
-4.121	0.3
-4.127	0.3
-4.132	0.3
-4.137	0.3
-4.143	0.3
-4.148	0.3
-4.153	0.3
-4.158	0.3
-4.164	0.3
-4.169	0.3
-4.174	0.3
-4.180	0.3
-4.185	0.3
-4.190	0.3
-4.196	0.3
-4.201	0.3
-4.206	0.3
-4.212	0.3
-4.217	0.3
-4.222	0.3
-4.228	0.3
-4.233	0.3
-4.238	0.3
-4.244	0.3
-4.249	0.3
-4.254	0.3
-4.260	0.3
-4.265	0.3
-4.270	0.3
-4.275	0.3
-4.281	0.3
-4.286	0.3
-4.291	0.3
-4.297	0.3
-4.302	0.3
-4.307	0.3
-4.313	0.3
-4.318	0.3
-4.323	0.3
-4.329	0.3
-4.334	0.3
-4.339	0.3
-4.345	0.3
-4.350	0.3
-4.355	0.3
-4.361	0.3
-4.366	0.3
-4.371	0.3
-4.377	0.3
-4.382	0.3
-4.387	0.3
-4.392	0.3
-4.398	0.3
-4.403	0.3
-4.408	0.3
-4.414	0.3
-4.419	0.3
-4.424	0.3
-4.430	0.3
-4.435	0.3
-4.440	0.3
-4.446	0.3
-4.451	0.3
-4.456	0.3
-4.462	0.3
-4.467	0.3
-4.472	0.3
-4.478	0.3
-4.483	0.3
-4.488	0.3
-4.493	0.3
-4.499	0.3
-4.504	0.3
-4.509	0.3
-4.515	0.3
-4.520	0.3
-4.525	0.3
-4.531	0.3
-4.536	0.3
-4.541	0.3
-4.547	0.3
-4.552	0.3
-4.557	0.3
-4.563	0.3
-4.568	0.3
-4.573	0.3
-4.578	0.3
-4.584	0.3
-4.589	0.3
-4.594	0.3
-4.600	0.3
-4.605	0.3
-4.610	0.3
-4.616	0.3
-4.621	0.3
-4.626	0.3
-4.632	0.3
-4.637	0.3
-4.642	0.3
-4.648	0.3
-4.653	0.3
-4.658	0.3
-4.663	0.3
-4.669	0.3
-4.674	0.3
-4.679	0.3
-4.685	0.3
-4.690	0.3
-4.695	0.3
-4.701	0.3
-4.706	0.3
-4.711	0.3
-4.717	0.3
-4.722	0.3
-4.727	0.3
-4.733	0.3
-4.738	0.3
-4.743	0.3
-4.748	0.3
-4.754	0.3
-4.759	0.3
-4.764	0.3
-4.770	0.3
-4.775	0.3
-4.780	0.3
-4.786	0.3
-4.791	0.3
-4.796	0.3
-4.802	0.3
-4.807	0.3
-4.812	0.3
-4.818	0.3
-4.823	0.3
-4.828	0.3
-4.833	0.3
-4.839	0.3
-4.844	0.2
-4.849	0.2
-4.855	0.2
-4.860	0.2
-4.865	0.2
-4.871	0.2
-4.876	0.2
-4.881	0.2
-4.887	0.2
-4.892	0.2
-4.897	0.2
-4.902	0.2
-4.908	0.2
-4.913	0.2
-4.918	0.2
-4.924	0.2
-4.929	0.2
-4.934	0.2
-4.940	0.2
-4.945	0.2
-4.950	0.2
-4.956	0.2
-4.961	0.2
-4.966	0.2
-4.971	0.2
-4.977	0.2
-4.982	0.2
-4.987	0.2
-4.993	0.2
-4.998	0.2
-5.003	0.2
-5.009	0.2
-5.014	0.2
-5.019	0.2
-5.025	0.2
-5.030	0.2
-5.035	0.2
-5.040	0.2
-5.046	0.2
-5.051	0.2
-5.056	0.2
-5.062	0.2
-5.067	0.2
-5.072	0.2
-5.078	0.2
-5.083	0.2
-5.088	0.2
-5.094	0.2
-5.099	0.2
-5.104	0.2
-5.109	0.2
-5.115	0.2
-5.120	0.2
-5.125	0.2
-5.131	0.2
-5.136	0.2
-5.141	0.2
-5.147	0.2
-5.152	0.2
-5.157	0.2
-5.162	0.2
-5.168	0.2
-5.173	0.2
-5.178	0.2
-5.184	0.2
-5.189	0.2
-5.194	0.2
-5.200	0.2
-5.205	0.2
-5.210	0.2
-5.216	0.2
-5.221	0.2
-5.226	0.2
-5.231	0.2
-5.237	0.2
-5.242	0.2
-5.247	0.2
-5.253	0.2
-5.258	0.1
-5.263	0.1
-5.269	0.1
-5.274	0.1
-5.279	0.1
-5.284	0.1
-5.290	0.1
-5.295	0.1
-5.300	0.1
-5.306	0.1
-5.311	0.1
-5.316	0.1
-5.322	0.1
-5.327	0.1
-5.332	0.1
-5.337	0.1
-5.343	0.1
-5.348	0.1
-5.353	0.1
-5.359	0.1
-5.364	0.1
-5.369	0.1
-5.375	0.1
-5.380	0.1
-5.385	0.1
-5.390	0.1
-5.396	0.1
-5.401	0.1
-5.406	0.1
-5.412	0.1
-5.417	0.1
-5.422	0.1
-5.428	0.1
-5.433	0.1
-5.438	0.1
-5.443	0.1
-5.449	0.1
-5.454	0.1
