T,U_gegen,Mittel-Abstand,Mittel-Breite,X-pos des Maximums,Differenz,Breite
195,2,4.5735,1.94948281614948,13.122,-,1.8081081081081
,,,,17.496,4.374,1.8973973973974
,,,,22.068,4.572,2.14294294294294
,,,,26.699,4.631,
,,,,31.416,4.717,
